"transcription","cost_threshold","train","validate","recall","precision"
"s-a-l-t",2.3245242264827977,1,0,1.0,1.0
"w-a-g-g-o-n-s-s_cm",8.452303149693792,1,0,1.0,1.0
"p-r-o-v-i-d-e-d",11.702776455377915,1,0,1.0,1.0
"c-o-m-m-i-s_s-s-a-r-y-s_cm",12.887957296910722,1,0,1.0,1.0
"c-a-r-r-y-s_pt",2.5797235473102886,1,0,1.0,1.0
"c-o-m-e",7.5810381370838975,1,0,1.0,1.0
"s-o-m-e",2.3163832110604363,4,3,0.25,1.0
"c-o-u-n-t-r-y",11.041768982545555,2,1,0.5,1.0
"w-a-g-s_mi",2.6293500123255633,1,0,1.0,1.0
"g-o-n-s-s_cm",2.7407365672676574,1,0,1.0,1.0
"a-l-s-o",1.1844065538273956,8,1,0.125,1.0
"l-o-a-d-e-d",5.802035429730972,1,0,1.0,1.0
"s-a-l-t-s_pt",2.290305462875251,1,1,1.0,1.0
"w-a-n-t-i-n-g",10.032418650335527,1,1,1.0,1.0
"p-u-r-p-o-s-e",7.024400063900869,1,0,1.0,1.0
"f-o-r-t-y",2.321538339486679,1,0,1.0,1.0
"c-o-a-t-s-s_cm",5.549287458152597,2,0,0.5,1.0
"t-h-i-r-t-y",3.4165691837552363,3,0,0.3333333333333333,1.0
"n-i-n-e",2.0316207274466382,2,0,0.5,1.0
"w-a-i-s-t-c-o-a-t-s-s_cm",14.290096573855296,2,0,0.5,1.0
"f-i-f-t-y",2.0420651026387127,1,1,1.0,1.0
"s-i-x",1.6506480545074873,2,0,0.5,1.0
"p-a-i-r",3.229196183989831,3,0,0.3333333333333333,1.0
"b-r-e-e-c-h-e-s-s_sq",8.665992870058046,1,0,1.0,1.0
"h-a-t-s",3.6100874189541896,1,0,1.0,1.0
"e-i-g-h-t-y",2.7332614671346733,1,0,1.0,1.0
"s-h-i-r-t-s-s_sq",6.520714380118692,1,0,1.0,1.0
"s_2-s_7-s_4-s_pt",4.908292560627973,1,0,1.0,1.0
"o-u-t",2.217763653023678,4,0,0.25,1.0
"c-o-m-p-a-n-i-e-s-s_cm",11.00730136836699,2,1,0.5,1.0
"a-c-c-o-r-d-i-n-g",7.342668278838097,1,0,1.0,1.0
"m-e",3.942789327455425,2,5,0.5,1.0
"c-u-m-s_mi",5.210582356720303,1,0,1.0,1.0
"b-e-r-l-a-n-d-s_cm",6.926377953939123,1,0,1.0,1.0
"s-u-i-t-s",3.5446639013105807,1,0,1.0,1.0
"n-e-c-e-s_s-s-a-r-y-s_cm",5.676986598208386,1,0,1.0,1.0
"c-a-s-e",1.195569807874858,1,0,1.0,1.0
"g-e-t-t-i-n-g",2.1564763864049787,1,0,1.0,1.0
"l-o-d-g-i-n-g",3.7529332117588217,1,0,1.0,1.0
"b-a-r-r-a-c-k-s",6.421757453224179,1,0,1.0,1.0
"f-u-l-l-s_pt",3.6996595338714826,1,0,1.0,1.0
"w-i-l-s_mi",2.194238819620466,1,0,1.0,1.0
"p-e-r",1.3814526309711805,3,0,0.3333333333333333,1.0
"w-a-i-t-i-n-g",4.874988908272928,1,0,1.0,1.0
"f-o-r-t-s_cm",2.160815446704746,1,0,1.0,1.0
"n-e-c-e-s_s-s-a-r-i-e-s",7.809981742076436,2,1,0.5,1.0
"a-r-r-i-v-e-s_cm",4.256785014952886,2,0,0.5,1.0
"r-e-c-e-i-v-e-s",8.424816302802752,1,0,1.0,1.0
"s-u-c-h",4.493551009115126,4,2,0.5,0.6666666666666666
"t-h-i-n-g-s",4.154997033002905,1,1,1.0,1.0
"f-o-r-s_cm",1,1,0,1.0,1.0
"d-i-s-p-a-t-c-h",6.90194809277095,2,0,0.5,1.0
"h-i-m",3.7852358490699594,4,1,0.25,1.0
"i-m-m-e-d-i-a-t-e-l-y-s_pt",12.245377355734565,1,0,1.0,1.0
"o-t-h-e-r",5.013419944831805,2,3,0.5,1.0
"h-o-r-s-e-s-s_cm",3.3179860962537173,1,0,1.0,1.0
"b-e-l-o-n-g-s_mi",1.6598757500089785,1,0,1.0,1.0
"i-n-g",1,1,1,1.0,1.0
"c-o-u-n-t-r-y-s_cm",6.400470027154545,2,0,0.5,1.0
"h-a-d",3.653919024287971,1,5,1.0,1.0
"t-e-a-m-s",5.724711774518342,1,0,1.0,1.0
"s-t-o-p-p-e-d-s_cm",5.0574573309234925,1,0,1.0,1.0
"h-o-r-s-e-s",3.2152792488533777,1,0,1.0,1.0
"g-i-v-e-n",3.0391279793951136,5,1,0.2,1.0
"h-e-r-d-s-m-e-n",10.3857965293198,1,0,1.0,1.0
"r-e-m-a-i-n",7.5529215361504,1,0,1.0,1.0
"c-a-t-t-l-e-s_cm",3.990546056270971,1,0,1.0,1.0
"h-e-a-r",3.3529538049052476,1,1,1.0,1.0
"c-o-m-s_mi",2.5711829816697875,2,0,0.5,1.0
"m-i-s_s-s-a-r-y",6.107990949536658,1,0,1.0,1.0
"c-o-o-p-e-r-s",7.2454848978747,2,0,0.5,1.0
"b-a-r-r-e-l-s",5.844361505740923,1,0,1.0,1.0
"p-a-c-k-i-n-g",6.494562026633962,1,0,1.0,1.0
"b-e-e-f-s_sq",2.435949537961604,1,0,1.0,1.0
"s-o-l-d-i-e-r-s",5.265669438906327,1,0,1.0,1.0
"c-o-o-p-e-r-s-s_cm",9.04203305253692,1,0,1.0,1.0
"s-e-t",1.8652543918331688,1,0,1.0,1.0
"i-m-s_mi",1.8197372564961434,1,1,1.0,1.0
"m-e-d-i-a-t-e-l-y",8.61487972840229,1,0,1.0,1.0
"w-o-r-k-s_pt",3.9588310879384405,1,0,1.0,1.0
"s-t-o-r-e-s",3.5086288888489268,1,0,1.0,1.0
"h-e-r-e",2.842551881738635,3,2,0.3333333333333333,1.0
"p-o-u-n-d-s",8.627683979491007,1,0,1.0,1.0
"g-o-o-s-e",2.546721370707363,1,0,1.0,1.0
"d-e-l-i-v-e-r",9.158589710039454,4,0,0.25,1.0
"a-s-h-b-y-s_qt-s",4.30215415840941,1,0,1.0,1.0
"p-a-s_s-s",2.886645132738555,1,1,1.0,1.0
"b-y-s_cm",1,1,0,1.0,1.0
"d-i-r-e-c-t-i-n-g",7.394498707451941,1,0,1.0,1.0
"p-a-r-t-i-c-u-l-a-r-l-y",13.716994222169436,1,1,1.0,1.0
"c-a-r-e-s_mi",2.5265427286249746,1,0,1.0,1.0
"f-u-l",1,1,0,1.0,1.0
"e-i-t-h-e-r",5.296201659240748,1,0,1.0,1.0
"c-a-p-t-a-i-n-s",7.162343435824445,1,0,1.0,1.0
"r-a-n-g-e-r-s",6.1089739983210025,1,0,1.0,1.0
"a-p-p-l-y",3.572396925755761,2,0,0.5,1.0
"a-m-m-u-s_mi",4.8931985543152585,1,0,1.0,1.0
"n-i-t-i-o-n-s_cm",5.388654012239969,1,0,1.0,1.0
"s-u-p-p-l-y",6.502362436503519,1,0,1.0,1.0
"f-o-r-t-s_pt",3.7115921838613906,1,0,1.0,1.0
"d-r-u-m-s_cm",3.3879074265573443,1,0,1.0,1.0
"w-i-l-p-e-r-s_cm",4.871382976098786,3,0,0.3333333333333333,1.0
"r-o-o-m",4.44184070860151,1,0,1.0,1.0
"d-u-n-c-a-n",8.077158550614392,1,0,1.0,1.0
"f-e-r-g-u-s-o-n-s_cm",8.192494741503472,1,0,1.0,1.0
"s_2-s_7-s_5-s_pt",1,1,0,1.0,1.0
"c-u-m-b-e-r-l-a-n-d-s_pt",14.84477318145975,2,0,0.5,1.0
"r-e-g-i-m-e-n-t",7.8164208832259785,1,1,1.0,1.0
"e-x-e-r-s_mi",1.3490728926967805,1,0,1.0,1.0
"c-i-s-e-d",2.3806565077742077,1,0,1.0,1.0
"o-f-t-e-n",2.747507239474396,1,1,1.0,1.0
"e-v-e-r-y",1.5458230491799356,3,1,0.3333333333333333,1.0
"d-a-y",1.4492300084897365,4,1,0.25,1.0
"d-u-t-y",2.4953283932690566,1,0,1.0,1.0
"a-d-m-i-t-s_sq",6.245455953717142,1,0,1.0,1.0
"p-r-a-c-t-i-s-e-d",11.597953211280101,1,0,1.0,1.0
"s-h-o-o-t-i-n-g",8.599896738726963,1,0,1.0,1.0
"t-a-r-s_mi",1,1,0,1.0,1.0
"g-e-t-s-s_sq",1,1,0,1.0,1.0
"r-e-m-a-r-k-a-b-l-y",14.993461872905806,1,0,1.0,1.0
"a-w-k-w-a-r-d-s_cm",7.031989833581186,1,0,1.0,1.0
"p-a-r-t-i-c-u-l-a-r",9.453294558166466,3,1,0.3333333333333333,1.0
"p-a-i-n-s",4.224134126267119,1,0,1.0,1.0
"t-a-k-e-n",4.304046081256445,1,0,1.0,1.0
"t-h-e-m-s_pt",1.8838289758408364,1,1,1.0,1.0
"o-b-s-e-r-v-e",7.097630604765522,1,0,1.0,1.0
"d-i-s-c-i-p-l-i-n-e-s_cm",11.355324277203149,1,0,1.0,1.0
"i-r-r-e-g-u-s_mi",4.637738837585529,1,0,1.0,1.0
"l-a-r-i-t-i-e-s",5.802035429730972,1,0,1.0,1.0
"h-a-p-p-e-n-s_sq",6.698324694452938,1,0,1.0,1.0
"p-i-l-l-a-g-e",8.487065168086255,2,0,0.5,1.0
"c-o-m-p-l-a-i-n-e-d",13.087308055543529,1,0,1.0,1.0
"l-a-s-t",2.411463250982397,1,0,1.0,1.0
"d-e-t-a-c-h-m-e-n-t-s_pt",17.41561677874983,1,0,1.0,1.0
"m-a-j-o-r",5.607979670719127,2,1,0.5,1.0
"l-e-w-i-s",5.1966065941160995,2,0,0.5,1.0
"i-n-s_mi",2.2885266881503985,1,0,1.0,1.0
"s-t-r-u-c-t-i-o-n-s",11.444909860739784,1,0,1.0,1.0
"l-e-f-t",1.4264905842165987,2,2,0.5,1.0
"h-i-m-s_cm",2.9782991702700055,4,0,0.25,1.0
"o-b-s-e-r-v-e-d-s_pt",14.10480730987111,1,0,1.0,1.0
"u-n-d-e-r",3.7642577955220027,4,0,0.25,1.0
"m-y",1,1,1,1.0,1.0
"h-a-n-d",6.917091508603512,2,0,0.5,1.0
"a-r-e-s_cm",1,1,0,1.0,1.0
"d-i-r-e-c-t-i-o-n-s",8.89558296691808,1,0,1.0,1.0
"n-e-c-e-s_s-s-a-r-y",7.785585640098795,3,0,0.3333333333333333,1.0
"d-r-i-v-i-n-g",4.603029274938294,1,0,1.0,1.0
"c-a-t-t-l-e",4.145747434219165,2,0,0.5,1.0
"d-o-c-t-o-r",5.669352065345963,1,0,1.0,1.0
"w-a-l-k-e-r-s_cm",5.992275491368244,1,0,1.0,1.0
"t-h-e-r-e-s_cm",3.472583083077181,1,1,1.0,1.0
"k-i-l-l-e-d",5.463111435126273,1,0,1.0,1.0
"p-r-o-p-e-r-l-y",6.840519343171227,1,0,1.0,1.0
"s-a-l-t-e-d-s_pt",5.578735386735032,1,0,1.0,1.0
"w-h-i-c-h-e-v-e-r",9.57386886119823,1,0,1.0,1.0
"p-u-r-c-h-a-s-e",9.461891329758608,1,0,1.0,1.0
"p-o-r-k",2.1946984776915963,1,0,1.0,1.0
"i-m-a-g-i-n-e",5.946536633508896,1,0,1.0,1.0
"t-r-o-o-p-s-s_cm",5.13419790343218,2,0,0.5,1.0
"r-e-a-s-o-n-a-b-l-e",7.6762073529028445,1,0,1.0,1.0
"c-a-n-s_sq",3.6917680131260813,1,0,1.0,1.0
"o-b-l-i-g-e",2.093118595867611,1,0,1.0,1.0
"w-h-a-t-e-v-e-r",9.55634979347187,2,0,0.5,1.0
"j-u-d-g-e",2.4670044547284555,1,0,1.0,1.0
"p-r-o-p-e-r-s_pt",5.0236507604396845,1,0,1.0,1.0
"a-n-s-w-e-r-s_cm",6.587401479187525,1,0,1.0,1.0
"h-a-n-d-s-s_cm",7.988135050542705,2,0,0.5,1.0
"d-r-a-u-g-h-t-s",5.748261532712323,1,0,1.0,1.0
"h-o-g-g",2.0797277147523014,1,0,1.0,1.0
"m-a-y",4.046135744218638,2,3,0.5,1.0
"d-r-a-w",4.245130530215504,1,0,1.0,1.0
"s-u-b-s-i-s-t-a-n-c-e",8.774856436569944,1,0,1.0,1.0
"t-i-m-e-s_pt",3.4113596837878353,2,0,0.5,1.0
"e-n-g-a-g-e-d",8.813372873288598,1,0,1.0,1.0
"b-e-r-r-e-l-s",6.850624865623648,1,0,1.0,1.0
"s_2-s_7-s_6-s_pt",4.962162167154481,1,0,1.0,1.0
"l-e-t-t-e-r-s",3.563732706275032,1,6,1.0,1.0
"e-x-p-e-d-i-t-i-o-n-s_cm",10.123962442841743,1,0,1.0,1.0
"k-n-o-w",3.622815860612933,1,2,1.0,1.0
"w-a-n-t-e-d",4.836312911371144,1,1,1.0,1.0
"s-e-v-e-r-a-l",4.320281562257729,1,0,1.0,1.0
"c-o-n-t-r-a-c-t-s",8.017379899931724,1,0,1.0,1.0
"n-e-x-t",2.057450240437174,2,0,0.5,1.0
"m-o-n-t-h-s_cm",6.3989548625041355,2,0,0.5,1.0
"d-e-s-i-r-e",3.1973627575307315,1,1,1.0,1.0
"u-p-s_mi",1,1,0,1.0,1.0
"a-c-c-o-u-n-t-s_cm",5.299704993426549,1,0,1.0,1.0
"i-m-m-e-d-i-a-t-e",8.831430986512935,1,0,1.0,1.0
"p-a-y-m-e-n-t-s_pt",8.235329894128812,1,0,1.0,1.0
"w-i-n-c-h-e-s-t-e-r",9.740988886618645,2,0,0.5,1.0
"s_1-s_7-s_5-s_5",2.355795281732011,1,0,1.0,1.0
"w-i-l-l-i-a-m-s-b-u-r-g-h-s_pt",12.040665096307904,1,0,1.0,1.0
"d-r-u-m-m-e-r",10.142514039029631,1,0,1.0,1.0
"p-e-a-c-h-y",3.734102704255724,1,0,1.0,1.0
"c-o-m-m-a-n-d",13.252689157969227,2,2,0.5,1.0
"r-e-c-r-u-i-t-s",7.362951441660812,3,2,0.3333333333333333,1.0
"a-r-r-i-v-e-d",7.208404195603023,2,0,0.5,1.0
"h-a-l-l",3.664204106247823,1,0,1.0,1.0
"p-r-i-c-e-s_sq",2.0514531272081857,1,0,1.0,1.0
"a-c-t",1.723844393098453,1,2,1.0,1.0
"f-u-r-t-h-e-r",5.56810028993725,2,0,0.5,1.0
"o-r-d-e-r-s-s_mi",5.692105361325459,2,0,0.5,1.0
"h-e-d-g-e-m-a-n-s_cm",9.564411744126664,1,0,1.0,1.0
"k-i-n-g-s_cm",1.9058893698222055,1,0,1.0,1.0
"e-u-s-t-a-c-e-s_cm",7.925969957225309,1,0,1.0,1.0
"s_bl-a-s",1,1,0,1.0,1.0
"c-u-m-b-e-r-l-a-n-d-s_br",10.815643058657018,1,0,1.0,1.0
"w-a-g-g-e-n-e-r",8.265918434447672,1,0,1.0,1.0
"c-o-m-m-a-n-d-s",11.168225914952822,1,0,1.0,1.0
"p-r-e-s-e-n-t-s_sq",4.840751406965425,1,0,1.0,1.0
"p-a-r-t-y",2.3475352888928125,1,0,1.0,1.0
"s-h-a-w-s_cm",3.2330408788190725,1,0,1.0,1.0
"r-e-s_mi",1,1,0,1.0,1.0
"t-u-r-n",3.2086674602776997,1,0,1.0,1.0
"r-e-s-p-e-c-t-i-v-e",7.142078480862436,1,0,1.0,1.0
"r-e-a-c-h",2.8829091353444487,1,0,1.0,1.0
"m-a-g-a-z-i-n-e",8.569364551985535,1,0,1.0,1.0
"s-e-c-u-r-e-d-s_cm",3.1659352665664446,1,0,1.0,1.0
"f-a-s-t-e-n-i-n-g",7.694315022174692,1,0,1.0,1.0
"w-i-n-d-o-w-s",6.79579400523494,1,0,1.0,1.0
"b-e-t-t-e-r",4.099031488555059,1,1,1.0,1.0
"a-r-e-s_pt",1.5457811192864006,1,0,1.0,1.0
"c-l-o-s_mi",2.30876866210807,1,0,1.0,1.0
"s_2-s_7-s_7-s_pt",2.422118361562145,1,0,1.0,1.0
"t-h-e-d",1,1,0,1.0,1.0
"m-o-r-r-o-w-s_cm",2.7506903712709847,1,0,1.0,1.0
"a-c-c-o-u-n-t-s",6.961787503756895,1,0,1.0,1.0
"r-e-c-e-i-v-e-s_pt",4.618400189612705,1,0,1.0,1.0
"r-e-c-r-u-i-t-s-s_pt",6.036154671481984,1,0,1.0,1.0
"m-a-n",3.60118125367994,2,0,0.5,1.0
"d-i-s-t-i-n-g-u-i-s-h-e-s",8.514851731247903,1,0,1.0,1.0
"f-i-r-e-l-o-c-k",5.228186044688629,1,0,1.0,1.0
"m-a-r-k-s_cm",2.658212489136775,1,0,1.0,1.0
"s-u-b-s_mi",2.463896934461265,1,0,1.0,1.0
"a-l-t-e-r-n-s",3.564434375229105,1,0,1.0,1.0
"e-n-t-e-r",2.954304903525697,2,0,0.5,1.0
"b-o-o-k-s_cm",2.4561953327234884,1,0,1.0,1.0
"k-e-e-p",1,1,0,1.0,1.0
"p-u-r-p-o-s-e-s_pt",6.262135712113343,1,0,1.0,1.0
"o-r-d-e-r-l-y",4.562653911273394,1,0,1.0,1.0
"b-o-o-k",4.212724492675212,1,0,1.0,1.0
"i-s_s-s-u-e",2.2150979425360773,1,0,1.0,1.0
"r-e-g-u-l-a-r-l-y-s_cm",6.726490735210139,1,0,1.0,1.0
"e-x-a-m-i-n-e",7.464661967356408,1,0,1.0,1.0
"o-f-t-e-n-s_cm",2.3161389341634058,1,0,1.0,1.0
"d-u-l-y",2.6722966019887906,1,0,1.0,1.0
"b-r-o-n-a-u-g-h-s_cm",6.775991997435833,1,0,1.0,1.0
"s-t-e-w-a-r-t-s_cm",7.114373597458988,1,0,1.0,1.0
"b-l-e-g-g",2.3306066612005343,1,0,1.0,1.0
"w-i-l-l-i-a-m-s-s_cm",5.679158769062531,1,0,1.0,1.0
"r-e-c-r-u-i-t-i-n-g-s_cm",8.954279148606787,1,0,1.0,1.0
"r-e-n-d-e-z-v-o-u-s",11.157244349105065,3,0,0.3333333333333333,1.0
"a-l-e-x-a-n-d-r-i-s_mi",11.485081640708474,1,0,1.0,1.0
"a-s_cm",1,1,0,1.0,1.0
"s_1st",1,1,0,1.0,1.0
"s_3-s_1st-s_pt",1,1,0,1.0,1.0
"r-o-b-e-r-t",8.162800042237482,1,1,1.0,1.0
"s-p-o-t-s-w-o-o-d-s_cm",8.493894840163765,1,0,1.0,1.0
"f-u-r-n-i-s-h",4.585791854903085,1,0,1.0,1.0
"f-r-e-d-e-r-i-c-k-s-b-u-r-g-h-s_cm",15.833517730131195,1,0,1.0,1.0
"u-t-m-o-s-t",9.191813031924044,1,0,1.0,1.0
"r-e-i-n-f-o-r-c-e",8.635657956108915,1,0,1.0,1.0
"g-a-r-r-i-s-o-n-s_pt",8.884838156172847,1,0,1.0,1.0
"c-a-r-s_mi",1,1,0,1.0,1.0
"t-r-i-d-g-e-s-s_pt",4.191086693346653,1,0,1.0,1.0
"c-i-r-c-u-m-s_mi",4.5366972954577784,1,0,1.0,1.0
"s-p-e-c-t",2.59983337333367,1,0,1.0,1.0
"m-a-r-c-h-s_sq",5.9328804033480695,1,1,1.0,1.0
"w-h-a-t-s-o-e-v-e-r-s_cm",12.984160123865232,1,0,1.0,1.0
"p-l-u-n-d-e-r",8.357902555174924,1,0,1.0,1.0
"h-o-u-s-e-s",5.861006178078337,1,0,1.0,1.0
"p-e-o-p-l-e",4.126874391944123,1,1,1.0,1.0
"d-e-s-e-r-t-e-d-s_cm",3.7248641768221944,1,0,1.0,1.0
"p-l-a-n-t-a-t-i-o-n-s-s_pt",12.895337389457238,1,0,1.0,1.0
"f-r-a-s_mi",1.9428894426248164,1,0,1.0,1.0
"z-i-e-r",1.0093028999270963,1,0,1.0,1.0
"c-a-r-t-e-r-s_cm",4.251995873241706,1,0,1.0,1.0
"a-p-p-o-i-n-t-e-d",9.190762806745997,1,3,1.0,1.0
"m-a-n-d",12.340541241357792,1,0,1.0,1.0
"s_2-s_7-s_8-s_pt",5.18487035915006,1,0,1.0,1.0
"j-o-h-n",4.561013243580483,1,3,1.0,1.0
"m-e-r-c-e-r",5.259355518744628,1,1,1.0,1.0
"r-e-n-s_mi",2.104707000893279,1,0,1.0,1.0
"d-e-z-v-o-u-s",7.2729841926522205,1,0,1.0,1.0
"f-i-r-s-t",2.4304643303325806,1,0,1.0,1.0
"d-e-c-e-m-b-e-r-s_cm",14.852274975449,2,0,0.5,1.0
"r-a-i-s-e",4.2142476300774305,1,0,1.0,1.0
"f-r-e-d-e-r-i-c-k-s-b-u-r-g-s_cm",18.585360459576773,1,0,1.0,1.0
"n-o-v-e-m-b-e-r",18.42770093575992,2,0,0.5,1.0
"n-s_pt-b-s_pt",3.4341637768741564,2,0,0.5,1.0
"j-o-s-h-u-a",9.200240044668819,1,0,1.0,1.0
"a-l-e-x-s_mi",2.5227752908421963,1,0,1.0,1.0
"a-n-d-r-i-a-s_pt",11.34224861340595,1,0,1.0,1.0
"b-o-y-d-s_cm",3.8713829760987863,1,0,1.0,1.0
"p-a-y-m-a-s-t-e-r-s_pt",7.66924566069542,1,0,1.0,1.0
"s-t-e-p-h-e-n",5.52200546279669,2,0,0.5,1.0
"b-r-o-u-g-h-t",5.922071596608375,1,0,1.0,1.0
"s_lb-s_1-s_0-s_0-s_0",2.4775832581549277,1,0,1.0,1.0
"w-r-o-t-e",3.415497260957271,1,0,1.0,1.0
"o-f-f",1.4504003231225207,3,0,0.3333333333333333,1.0
"s-a-v-e",1.7424938576262008,1,0,1.0,1.0
"j-o-u-r-n-e-y",6.930692495889031,1,0,1.0,1.0
"w-i-l-l-i-a-m-s-s_mi",12.62347817442828,1,0,1.0,1.0
"b-u-r-g",1,1,0,1.0,1.0
"t-i-m-e-s_qo",3.3070179494598486,1,0,1.0,1.0
"t-h-i-n-k",2.7852358490699594,1,2,1.0,1.0
"a-b-s-o-l-u-t-e-l-y",7.562667580821543,1,0,1.0,1.0
"s-h-o-u-l-d-s_cm",5.3515591247387215,1,0,1.0,1.0
"p-a-y-i-n-g",4.709411518035782,1,0,1.0,1.0
"t-r-o-o-p-s",4.134385437591491,1,0,1.0,1.0
"g-a-r-r-i-s-o-n-s_cm",6.383582188959166,1,0,1.0,1.0
"i-n-t-o",1.9792550497380743,1,2,1.0,1.0
"a-u-g-u-s-t-a-s_cm",7.662117760311178,1,0,1.0,1.0
"c-o-m-p-l-e-t-e-s_sq",7.518001311829952,1,0,1.0,1.0
"m-c-s_pt",1.967240921424671,1,0,1.0,1.0
"c-l-e-n-a-c-h-a-n-s_cm",9.386698689361765,1,0,1.0,1.0
"s-a-f-e",1,1,0,1.0,1.0
"h-e-n-c-e-s_pt",7.263963350344389,1,0,1.0,1.0
"p-a-i-d",3.305214546310084,3,0,0.3333333333333333,1.0
"o-c-s_mi",1,1,0,1.0,1.0
"t-o-b-e-r",2.1200197812037915,1,0,1.0,1.0
"d-i-s-t-i-n-c-s_mi",7.324236972496516,1,0,1.0,1.0
"t-i-o-n",2.148278813108605,1,1,1.0,1.0
"b-e-t-w-e-e-n",10.517994484532833,1,1,1.0,1.0
"s-e-r-g-e-a-n-t-s-s_cm",6.612467535563214,1,0,1.0,1.0
"n-o-n-e",3.1179257400973475,1,3,1.0,1.0
"y-e-t",1,1,3,1.0,1.0
"b-e-e-n",3.5456103784244215,1,0,1.0,1.0
"r-e-g-u-l-a-r-l-y",6.443541816645223,1,0,1.0,1.0
"a-p-p-o-i-n-t-e-d-s_pt",11.013397479306157,1,0,1.0,1.0
"a-c-s_mi",1,1,2,1.0,1.0
"c-o-u-n-t",4.706251467910588,1,0,1.0,1.0
"p-a-i-d-s_cm",4.503547376645772,1,0,1.0,1.0
"h-o-w",1.7142610223714665,1,3,1.0,1.0
"s-e-r-g-e-a-n-t-s",7.245947320148744,1,0,1.0,1.0
"p-a-y-s_cm",2.7928328449250404,1,1,1.0,1.0
"d-e-d-u-c-t-e-d",11.465998066271714,1,0,1.0,1.0
"p-a-y-m-e-n-t-s_qo",14.13552020272585,1,0,1.0,1.0
"s_1-s_7-s_5-s_5-s_pt-s_2-s_7-s_9-s_pt",6.0594223359465404,1,0,1.0,1.0
"p-e-n-c-e",7.755964507485868,2,0,0.5,1.0
"n-o-n",2.409780197111481,1,0,1.0,1.0
"c-o-m-m-i-s_s-s-i-o-n-e-d",13.93645902006283,2,0,0.5,1.0
"s-o-l-d-i-e-r",6.513955146617691,2,0,0.5,1.0
"m-e-d-i-c-i-n-e-s-s_sq",11.52708144028266,1,0,1.0,1.0
"s-u-r-g-e-o-n",4.603877326644994,1,0,1.0,1.0
"q-u-a-r-t-e-r-l-y-s_pt",7.933218694997061,1,0,1.0,1.0
"m-o-n-t-h",6.189928872711311,1,0,1.0,1.0
"s-t-o-p-p-e-d",6.451599871634801,1,0,1.0,1.0
"d-r-u-m-s_mi",3.8073801643886442,1,0,1.0,1.0
"m-e-r-s-s_cm",1.7267084704274147,1,0,1.0,1.0
"d-r-u-m",3.550429379467939,1,0,1.0,1.0
"t-e-a-c-h-i-n-g",4.578103038986877,1,0,1.0,1.0
"r-e-p-a-i-r-i-n-g",5.841177594199946,1,0,1.0,1.0
"d-r-u-m-s-s_pt",5.483779834634288,1,0,1.0,1.0
"t-h-e-s-e",4.643718676051813,1,3,1.0,1.0
"d-e-d-u-c-t-i-o-n-s",8.669772365494552,1,0,1.0,1.0
"d-a-y-s_sq",1,1,0,1.0,1.0
"c-o-u-n-s_mi",2.9566664306444688,1,0,1.0,1.0
"t-e-r-m-a-n-d-e-d",7.65659570808522,1,0,1.0,1.0
"g-o-v-e-r-n-o-r",6.105458342227652,1,1,1.0,1.0
"m-y-s-e-l-f-s_pt",4.673269949858142,1,0,1.0,1.0
"n-o-n-s_mi",1,1,0,1.0,0.3333333333333333
"h-a-p-p-e-n",4.1078468271635025,1,0,1.0,1.0
"c-o-n-t-i-n-u-e-d",9.021915481569579,1,0,1.0,1.0
"r-o-l-l",3.3710201380602527,1,0,1.0,1.0
"e-f-s_mi",1,1,0,1.0,1.0
"f-e-c-t-i-v-e",4.192167815200554,1,0,1.0,1.0
"d-a-y-s-s_cm",2.016895701334945,1,0,1.0,1.0
"c-o-f-f-i-n-s_cm",3.909103606332005,1,0,1.0,1.0
"j-o-n-e-s-s_cm",1,1,0,1.0,1.0
"g-e-o-r-g-e",2.1446874591992,1,0,1.0,1.0
"c-o-n-w-a-y-s_pt",6.296395078918853,1,0,1.0,1.0
"s_bl-t-a-k-i-n-g",4.344310583016321,1,0,1.0,1.0
"r-e-c-e-i-p-t",2.8087930784018855,1,0,1.0,1.0
"s-a-m-e-s_br",1,1,0,1.0,1.0
"r-e-g-i-m-e-n-t-a-l",8.933412491159519,1,0,1.0,1.0
"b-r-e-e-c-h-e-s-s_cm",5.445180618718483,1,0,1.0,1.0
"h-a-t-s-s_cm",1.8739917446714163,1,0,1.0,1.0
"e-l-e-v-e-n",5.631525419344423,1,0,1.0,1.0
"s-h-i-r-t-s-s_cm",3.6234989332780208,1,0,1.0,1.0
"m-a-n-y",1.3209946140236997,1,2,1.0,1.0
"s-t-o-c-k-i-n-g-s-s_cm",5.763097743969242,1,0,1.0,1.0
"s-a-m-e",2.398293165570478,1,0,1.0,1.0
"s-h-o-e-s-s_pt",3.6714482510517836,1,0,1.0,1.0
"s-a-i-d",5.769285758509591,2,1,0.5,1.0
"m-u-s-q-u-e-t-s-s_sq",6.129918721753135,1,0,1.0,1.0
"b-a-y-o-n-e-t-s-s_cm",6.357210507374722,1,0,1.0,1.0
"c-a-r-t-o-u-c-h-s_mi",10.794967085824098,1,0,1.0,1.0
"b-o-x-s_qt-s-s_cm",3.6358446619834197,1,0,1.0,1.0
"s-t-o-r-e-s_pt",1.9056849148971904,1,0,1.0,1.0
"b-a-y-o-n-e-t-s",8.67680401366633,1,0,1.0,1.0
"l-o-o-s-e",1.8490011141784226,1,0,1.0,1.0
"o-n-e-s",1.4876597294720022,1,0,1.0,1.0
"s-t-o-r-e-s_qo",1.5914948611171185,1,0,1.0,1.0
