"transcription","cost_threshold","train","validate","recall","precision"
"s-t-r-u-c-t-i-o-n-s",9.79392923773426,1,0,1.0,1.0
"l-e-f-t",1.2980634112148852,2,2,0.5,1.0
"h-i-m-s_cm",2.5856108206430393,4,0,0.75,1.0
"o-b-s-e-r-v-e-d-s_pt",12.204153286725214,1,0,1.0,1.0
"u-n-d-e-r",3.283540421110107,4,0,0.25,1.0
"m-y",1,1,1,1.0,1.0
"h-a-n-d",6.286831364168971,2,0,0.5,1.0
"a-r-e-s_cm",1,1,0,1.0,0.16666666666666666
"d-i-r-e-c-t-i-o-n-s",8.07131926551397,1,0,1.0,1.0
"n-e-c-e-s_s-s-a-r-y",6.924523590607555,3,0,0.3333333333333333,1.0
"d-r-i-v-i-n-g",4.135537834760741,1,0,1.0,1.0
"c-a-t-t-l-e",3.4117643795772548,2,0,0.5,1.0
"d-o-c-t-o-r",4.771186245599453,1,0,1.0,1.0
"w-a-l-k-e-r-s_cm",5.321128811629605,1,0,1.0,1.0
"t-h-e-r-e-s_cm",2.543362563681227,1,1,1.0,1.0
"k-i-l-l-e-d",4.91329487461083,1,0,1.0,1.0
"p-r-o-p-e-r-l-y",5.8255260539662155,1,0,1.0,1.0
"s-a-l-t-e-d-s_pt",5.034143001179415,1,0,1.0,1.0
"w-h-i-c-h-e-v-e-r",8.45752564037445,1,0,1.0,1.0
"p-u-r-c-h-a-s-e",8.032735411389138,1,0,1.0,1.0
"p-o-r-k",1.9402354400472044,1,0,1.0,1.0
"i-m-a-g-i-n-e",5.090190906072022,1,0,1.0,1.0
"t-r-o-o-p-s-s_cm",4.498520559994939,2,0,0.5,1.0
"r-e-a-s-o-n-a-b-l-e",6.4942137831648825,1,0,1.0,1.0
"c-a-n-s_sq",2.896951991117497,1,0,1.0,1.0
"o-b-l-i-g-e",1.6494011568185054,1,0,1.0,1.0
"w-h-a-t-e-v-e-r",8.369230961294619,2,0,0.5,1.0
"j-u-d-g-e",2.060196684813891,1,0,1.0,1.0
"p-r-o-p-e-r-s_pt",4.312442139865781,1,0,1.0,1.0
"a-n-s-w-e-r-s_cm",5.43925356097281,1,0,1.0,1.0
"h-a-n-d-s-s_cm",6.927446625419907,2,0,0.5,1.0
"d-r-a-u-g-h-t-s",5.125528822926006,1,0,1.0,1.0
"h-o-g-g",2.0586856162451026,1,0,1.0,1.0
"m-a-y",3.501876134858418,2,3,0.5,1.0
"d-r-a-w",3.59954124068555,1,0,1.0,1.0
"s-u-b-s-i-s-t-a-n-c-e",6.893355565581752,1,0,1.0,1.0
"t-i-m-e-s_pt",2.7052778660473837,2,0,0.5,1.0
"e-n-g-a-g-e-d",7.7315641243084485,1,0,1.0,1.0
"b-e-r-r-e-l-s",6.09615161405561,1,0,1.0,1.0
"s_2-s_7-s_6-s_pt",4.169019910453007,1,0,1.0,1.0
"l-e-t-t-e-r-s",3.1864614898766996,1,6,1.0,1.0
"e-x-p-e-d-i-t-i-o-n-s_cm",8.560014173728023,1,0,1.0,1.0
"k-n-o-w",3.059696896935246,1,2,1.0,1.0
"w-a-n-t-e-d",3.906690314641586,1,1,1.0,1.0
"s-e-v-e-r-a-l",3.479574027309612,1,0,1.0,1.0
"c-o-n-t-r-a-c-t-s",7.379712190146503,1,0,1.0,1.0
"n-e-x-t",1.6177393964582134,2,0,0.5,1.0
"m-o-n-t-h-s_cm",5.330789377885975,2,0,0.5,1.0
"d-e-s-i-r-e",2.554478355475868,1,1,1.0,1.0
"u-p-s_mi",1,1,0,1.0,1.0
"a-c-c-o-u-n-t-s_cm",4.742721112703006,1,0,1.0,1.0
"i-m-m-e-d-i-a-t-e",7.130853929953176,1,0,1.0,1.0
"p-a-y-m-e-n-t-s_pt",6.6147030418229305,1,0,1.0,1.0
"w-i-n-c-h-e-s-t-e-r",9.401368689490342,2,0,0.5,1.0
"s_1-s_7-s_5-s_5",1.5316890584297762,1,0,1.0,1.0
"w-i-l-l-i-a-m-s-b-u-r-g-h-s_pt",11.057445220646574,1,0,1.0,1.0
"d-r-u-m-m-e-r",8.164225013279568,1,0,1.0,1.0
"p-e-a-c-h-y",3.313046012622997,1,0,1.0,1.0
"c-o-m-m-a-n-d",12.211072032767314,2,2,0.5,1.0
"r-e-c-r-u-i-t-s",6.670878967289488,3,2,0.3333333333333333,1.0
"a-r-r-i-v-e-d",5.944721736386056,2,0,0.5,1.0
"h-a-l-l",2.6908111663926833,1,0,1.0,1.0
"p-r-i-c-e-s_sq",1.4636939528783248,1,0,1.0,1.0
"a-c-t",1.4121929917217138,1,2,1.0,1.0
"f-u-r-t-h-e-r",4.754530235346075,2,0,0.5,1.0
"o-r-d-e-r-s-s_mi",5.651794154113542,2,0,0.5,1.0
"h-e-d-g-e-m-a-n-s_cm",8.28582184459887,1,0,1.0,1.0
"k-i-n-g-s_cm",1.4862580714828106,1,0,1.0,1.0
"e-u-s-t-a-c-e-s_cm",6.675033842680961,1,0,1.0,1.0
"s_bl-a-s",1,1,0,1.0,1.0
"c-u-m-b-e-r-l-a-n-d-s_br",9.734523693067326,1,0,1.0,1.0
"w-a-g-g-e-n-e-r",7.589491324215501,1,0,1.0,1.0
"c-o-m-m-a-n-d-s",9.098653676143112,1,0,1.0,1.0
"p-r-e-s-e-n-t-s_sq",4.268791800766899,1,0,1.0,1.0
"p-a-r-t-y",1.6492318207605945,1,0,1.0,1.0
"s-h-a-w-s_cm",2.8254016459782467,1,0,1.0,1.0
"r-e-s_mi",1,1,0,1.0,0.3333333333333333
"t-u-r-n",2.900993402640143,1,0,1.0,1.0
"r-e-s-p-e-c-t-i-v-e",6.549493065863844,1,0,1.0,1.0
"r-e-a-c-h",2.5169190705636066,1,0,1.0,1.0
"m-a-g-a-z-i-n-e",6.346208807510371,1,0,1.0,1.0
"s-e-c-u-r-e-d-s_cm",2.458065109200519,1,0,1.0,1.0
"f-a-s-t-e-n-i-n-g",6.7240521967290015,1,0,1.0,1.0
"w-i-n-d-o-w-s",5.731541081561039,1,0,1.0,1.0
"b-e-t-t-e-r",3.409270796481924,1,1,1.0,1.0
"a-r-e-s_pt",1.0568359193536812,1,0,1.0,1.0
"c-l-o-s_mi",1.5241351119132682,1,0,1.0,1.0
"s_2-s_7-s_7-s_pt",2.1724245788683896,1,0,1.0,1.0
"t-h-e-d",1,1,0,1.0,1.0
"m-o-r-r-o-w-s_cm",2.063406849669717,1,0,1.0,1.0
"a-c-c-o-u-n-t-s",5.879197159381479,1,0,1.0,1.0
"r-e-c-e-i-v-e-s_pt",3.6455022830075174,1,0,1.0,1.0
"r-e-c-r-u-i-t-s-s_pt",4.8319898613492525,1,0,1.0,1.0
"m-a-n",2.8091224428897985,2,0,0.5,1.0
"d-i-s-t-i-n-g-u-i-s-h-e-s",7.634083670558791,1,0,1.0,1.0
"f-i-r-e-l-o-c-k",4.5763046300490045,1,0,1.0,1.0
"m-a-r-k-s_cm",1.6589654474669357,1,0,1.0,1.0
"s-u-b-s_mi",2.0831455974084023,1,0,1.0,1.0
"a-l-t-e-r-n-s",3.0338294597676683,1,0,1.0,1.0
"e-n-t-e-r",2.3543997193196815,2,0,0.5,1.0
"b-o-o-k-s_cm",2.108013534500423,1,0,1.0,1.0
"k-e-e-p",1,1,0,1.0,1.0
"p-u-r-p-o-s-e-s_pt",5.578743548898069,1,0,1.0,1.0
"o-r-d-e-r-l-y",3.8024081997251145,1,0,1.0,1.0
"b-o-o-k",3.418395045792849,1,0,1.0,1.0
"i-s_s-s-u-e",1.8671575684332993,1,0,1.0,1.0
"r-e-g-u-l-a-r-l-y-s_cm",5.50219935743616,1,0,1.0,1.0
"e-x-a-m-i-n-e",5.5435004237613,1,0,1.0,1.0
"o-f-t-e-n-s_cm",2.006799131102616,1,0,1.0,1.0
"d-u-l-y",2.2801161280836713,1,0,1.0,1.0
"b-r-o-n-a-u-g-h-s_cm",6.024921190125669,1,0,1.0,1.0
"s-t-e-w-a-r-t-s_cm",6.061448871645194,1,0,1.0,1.0
"b-l-e-g-g",2.067599687373894,1,0,1.0,1.0
"w-i-l-l-i-a-m-s-s_cm",5.185318713684444,1,0,1.0,1.0
"r-e-c-r-u-i-t-i-n-g-s_cm",7.590667944451543,1,0,1.0,1.0
"r-e-n-d-e-z-v-o-u-s",9.048442722575874,3,0,0.3333333333333333,1.0
"a-l-e-x-a-n-d-r-i-s_mi",10.723588196029153,1,0,1.0,1.0
"a-s_cm",1,1,0,1.0,0.3333333333333333
"s_1st",1,1,0,1.0,1.0
"s_3-s_1st-s_pt",1,1,0,1.0,1.0
"r-o-b-e-r-t",6.993547644527513,1,1,1.0,1.0
"s-p-o-t-s-w-o-o-d-s_cm",7.79637487792059,1,0,1.0,1.0
"f-u-r-n-i-s-h",3.996041078537,1,0,1.0,1.0
"f-r-e-d-e-r-i-c-k-s-b-u-r-g-h-s_cm",13.855285492526239,1,0,1.0,1.0
"u-t-m-o-s-t",7.764253598523187,1,0,1.0,1.0
"r-e-i-n-f-o-r-c-e",7.343370117634155,1,0,1.0,1.0
"g-a-r-r-i-s-o-n-s_pt",7.635929275916084,1,0,1.0,1.0
"c-a-r-s_mi",1,1,0,1.0,1.0
"t-r-i-d-g-e-s-s_pt",3.9032622794764906,1,0,1.0,1.0
"c-i-r-c-u-m-s_mi",3.913905527489776,1,0,1.0,1.0
"s-p-e-c-t",2.2448004571463795,1,0,1.0,1.0
"m-a-r-c-h-s_sq",5.402206717480356,1,1,1.0,1.0
"w-h-a-t-s-o-e-v-e-r-s_cm",11.189244643159629,1,0,1.0,1.0
"p-l-u-n-d-e-r",7.221739513359418,1,0,1.0,1.0
"h-o-u-s-e-s",4.852596985860395,1,0,1.0,1.0
"p-e-o-p-l-e",3.418294215626055,1,1,1.0,1.0
"d-e-s-e-r-t-e-d-s_cm",3.0643169980037355,1,0,1.0,1.0
"p-l-a-n-t-a-t-i-o-n-s-s_pt",11.362869830128675,1,0,1.0,1.0
"f-r-a-s_mi",1.5556058886642812,1,0,1.0,1.0
"z-i-e-r",1,1,0,1.0,1.0
"c-a-r-t-e-r-s_cm",3.571160502490155,1,0,1.0,1.0
"a-p-p-o-i-n-t-e-d",8.110945966978177,1,3,1.0,1.0
"m-a-n-d",10.890652957666878,1,0,1.0,1.0
"s_2-s_7-s_8-s_pt",4.571908427908937,1,0,1.0,1.0
"j-o-h-n",3.782319127551113,1,3,1.0,1.0
"m-e-r-c-e-r",4.179134783000759,1,1,1.0,1.0
"r-e-n-s_mi",1.5317356308434649,1,0,1.0,1.0
"d-e-z-v-o-u-s",6.819969400078551,1,0,1.0,1.0
"f-i-r-s-t",1.6321225478602206,1,0,1.0,1.0
"d-e-c-e-m-b-e-r-s_cm",12.822797592172927,2,0,0.5,1.0
"r-a-i-s-e",3.580706455528034,1,0,1.0,1.0
"f-r-e-d-e-r-i-c-k-s-b-u-r-g-s_cm",16.60961505993696,1,0,1.0,1.0
"n-o-v-e-m-b-e-r",15.833658153057835,2,0,0.5,1.0
"n-s_pt-b-s_pt",3.1957088596771737,2,0,0.5,1.0
"j-o-s-h-u-a",8.209609685098977,1,0,1.0,1.0
"a-l-e-x-s_mi",2.134250186827681,1,0,1.0,1.0
"a-n-d-r-i-a-s_pt",9.859611422529673,1,0,1.0,1.0
"b-o-y-d-s_cm",3.358017482676958,1,0,1.0,1.0
"p-a-y-m-a-s-t-e-r-s_pt",6.768420081170001,1,0,1.0,1.0
"s-t-e-p-h-e-n",5.009215251603647,2,0,0.5,1.0
"b-r-o-u-g-h-t",5.105764939741288,1,0,1.0,1.0
"s_lb-s_1-s_0-s_0-s_0",2.0992424699268515,1,0,1.0,1.0
"w-r-o-t-e",2.1718357877616996,1,0,1.0,1.0
"o-f-f",1.1946360693875135,3,0,0.3333333333333333,1.0
"s-a-v-e",1.402407450248372,1,0,1.0,1.0
"j-o-u-r-n-e-y",5.321417321543231,1,0,1.0,1.0
"w-i-l-l-i-a-m-s-s_mi",10.66420300655707,1,0,1.0,1.0
"b-u-r-g",1,1,0,1.0,1.0
"t-i-m-e-s_qo",2.8292685387043353,1,0,1.0,1.0
"t-h-i-n-k",2.549809438110529,1,2,1.0,1.0
"a-b-s-o-l-u-t-e-l-y",6.712233019579741,1,0,1.0,1.0
"s-h-o-u-l-d-s_cm",4.570675551445545,1,0,1.0,1.0
"p-a-y-i-n-g",4.043937302083143,1,0,1.0,1.0
"t-r-o-o-p-s",3.277331631912399,1,0,1.0,1.0
"g-a-r-r-i-s-o-n-s_cm",5.110452962754696,1,0,1.0,1.0
"i-n-t-o",1.5237910859786483,1,2,1.0,1.0
"a-u-g-u-s-t-a-s_cm",6.997528901718285,1,0,1.0,1.0
"c-o-m-p-l-e-t-e-s_sq",6.846045324255686,1,0,1.0,1.0
"m-c-s_pt",2.020441496981915,1,0,1.0,1.0
"c-l-e-n-a-c-h-a-n-s_cm",8.336117447581602,1,0,1.0,1.0
"s-a-f-e",1,1,0,1.0,1.0
"h-e-n-c-e-s_pt",6.685628646051426,1,0,1.0,1.0
"p-a-i-d",2.531689058429776,3,0,0.3333333333333333,1.0
"o-c-s_mi",1,1,0,1.0,0.2
"t-o-b-e-r",1.6601748353574517,1,0,1.0,1.0
"d-i-s-t-i-n-c-s_mi",5.890057698567454,1,0,1.0,1.0
"t-i-o-n",1.3655298709141865,1,1,1.0,1.0
"b-e-t-w-e-e-n",9.615477304501242,1,1,1.0,1.0
"s-e-r-g-e-a-n-t-s-s_cm",5.5952848104126405,1,0,1.0,1.0
"n-o-n-e",2.4326707608180276,1,3,1.0,1.0
"y-e-t",1,1,3,1.0,1.0
"b-e-e-n",3.019274016981008,1,0,1.0,1.0
"r-e-g-u-l-a-r-l-y",5.897698069139638,1,0,1.0,1.0
"a-p-p-o-i-n-t-e-d-s_pt",9.175362943179367,1,0,1.0,1.0
"a-c-s_mi",1,1,2,1.0,0.3333333333333333
"c-o-u-n-t",3.797186620300332,1,0,1.0,1.0
"p-a-i-d-s_cm",4.053317317022295,1,0,1.0,1.0
"h-o-w",1.7097822048665616,1,3,1.0,1.0
"s-e-r-g-e-a-n-t-s",6.457421097651129,1,0,1.0,1.0
"p-a-y-s_cm",2.3742159031864847,1,1,1.0,1.0
"d-e-d-u-c-t-e-d",10.937114727813054,1,0,1.0,1.0
"p-a-y-m-e-n-t-s_qo",12.406542328781642,1,0,1.0,1.0
"s_1-s_7-s_5-s_5-s_pt-s_2-s_7-s_9-s_pt",5.640814418087826,1,0,1.0,1.0
"p-e-n-c-e",6.6406719555520235,2,0,0.5,1.0
"n-o-n",1.793160267773957,1,0,1.0,1.0
"c-o-m-m-i-s_s-s-i-o-n-e-d",12.184422166701927,2,0,0.5,1.0
"s-o-l-d-i-e-r",5.304673585371049,2,0,0.5,1.0
"m-e-d-i-c-i-n-e-s-s_sq",10.101014858775384,1,0,1.0,1.0
"s-u-r-g-e-o-n",3.776551068789744,1,0,1.0,1.0
"q-u-a-r-t-e-r-l-y-s_pt",7.083255806179029,1,0,1.0,1.0
"m-o-n-t-h",5.081169184772881,1,0,1.0,1.0
"s-t-o-p-p-e-d",5.615520080746296,1,0,1.0,1.0
"d-r-u-m-s_mi",3.16212375646871,1,0,1.0,1.0
"m-e-r-s-s_cm",1.1719564860495417,1,0,1.0,1.0
"d-r-u-m",2.8581276246338057,1,0,1.0,1.0
"t-e-a-c-h-i-n-g",4.1872502977533195,1,0,1.0,1.0
"r-e-p-a-i-r-i-n-g",4.899006688501683,1,0,1.0,1.0
"d-r-u-m-s-s_pt",4.477566299926385,1,0,1.0,1.0
"t-h-e-s-e",3.7213401705933,1,3,1.0,1.0
"d-e-d-u-c-t-i-o-n-s",7.544804989642557,1,0,1.0,1.0
"d-a-y-s_sq",1,1,0,1.0,1.0
"c-o-u-n-s_mi",2.537444967354569,1,0,1.0,1.0
"t-e-r-m-a-n-d-e-d",6.921018563045861,1,0,1.0,1.0
"g-o-v-e-r-n-o-r",5.118684495983624,1,1,1.0,1.0
"m-y-s-e-l-f-s_pt",4.011484640667255,1,0,1.0,1.0
"n-o-n-s_mi",1,1,0,1.0,0.09090909090909091
"h-a-p-p-e-n",3.323986429643452,1,0,1.0,1.0
"c-o-n-t-i-n-u-e-d",7.848347193909465,1,0,1.0,1.0
"r-o-l-l",2.859173525590481,1,0,1.0,1.0
"e-f-s_mi",1,1,0,1.0,1.0
"f-e-c-t-i-v-e",3.230620083011777,1,0,1.0,1.0
"d-a-y-s-s_cm",1.8313701800186601,1,0,1.0,1.0
"c-o-f-f-i-n-s_cm",3.5471331764099983,1,0,1.0,1.0
"j-o-n-e-s-s_cm",1,1,0,1.0,1.0
"g-e-o-r-g-e",1.7067505555835436,1,0,1.0,1.0
"c-o-n-w-a-y-s_pt",5.604869148658317,1,0,1.0,1.0
"s_bl-t-a-k-i-n-g",3.474484030436895,1,0,1.0,1.0
"r-e-c-e-i-p-t",2.1921851983436382,1,0,1.0,1.0
"s-a-m-e-s_br",1,1,0,1.0,1.0
"r-e-g-i-m-e-n-t-a-l",8.172257370839489,1,0,1.0,1.0
"b-r-e-e-c-h-e-s-s_cm",4.8319898613492525,1,0,1.0,1.0
"h-a-t-s-s_cm",1.785199619606097,1,0,1.0,1.0
"e-l-e-v-e-n",4.802606642449164,1,0,1.0,1.0
"s-h-i-r-t-s-s_cm",3.288512975662358,1,0,1.0,1.0
"m-a-n-y",1.026455633101659,1,2,1.0,1.0
"s-t-o-c-k-i-n-g-s-s_cm",4.984395375996891,1,0,1.0,1.0
"s-a-m-e",1.7984573258991738,1,0,1.0,1.0
"s-h-o-e-s-s_pt",3.174012699903681,1,0,1.0,1.0
"s-a-i-d",4.831207868671275,2,1,0.5,1.0
"m-u-s-q-u-e-t-s-s_sq",5.316242594822729,1,0,1.0,1.0
"b-a-y-o-n-e-t-s-s_cm",5.405612064529384,1,0,1.0,1.0
"c-a-r-t-o-u-c-h-s_mi",9.349684099018864,1,0,1.0,1.0
"b-o-x-s_qt-s-s_cm",3.002511343139205,1,0,1.0,1.0
"s-t-o-r-e-s_pt",1.516465436950328,1,0,1.0,1.0
"b-a-y-o-n-e-t-s",8.006743895312042,1,0,1.0,1.0
"l-o-o-s-e",1.234815155166316,1,0,1.0,1.0
"o-n-e-s",1,1,0,1.0,1.0
"s-t-o-r-e-s_qo",1.323645182465932,1,0,1.0,1.0
"l-i-v-e-r",1.7919304168583854,1,0,1.0,1.0
"b-l-a-n-k-e-t-s-s_pt",7.691313273199713,1,0,1.0,1.0
"o-c-t-o-s_pt",1,1,0,1.0,1.0
"s_3-s_0th-s_pt",1,1,0,1.0,1.0
"d-a-v-i-d",6.899587641939052,1,0,1.0,1.0
"s_3-s_0-s_0-s_pt",0,0,1,0,0
"d-e-c-e-m-b-e-r",0,0,6,0,0
"o-f-f-e-r-s-s_pt",0,0,1,0,0
"e-x-s_mi",0,0,3,0,0
"p-a-y-m-e-n-t-s-s_qo",0,0,1,0,0
"s-e-e-s_mi",0,0,1,0,0
"d-i-s-a-g-r-e-e-m-e-n-t",0,0,1,0,0
"r-e-t-u-r-n-s-s_cm",0,0,1,0,0
"p-a-y-s_mi-r-o-l-l-s-s_sq",0,0,1,0,0
"s-t-r-i-c-t",0,0,1,0,0
"e-x-a-m-i-n-a-t-i-o-n",0,0,1,0,0
"h-e-r-e-a-f-s_mi",0,0,1,0,0
"t-e-r-s_pt",0,0,1,0,0
"a-l-e-x-a-n-d-r-i-a-s_qo",0,0,2,0,0
"s_3-s_cm",0,0,1,0,0
"s_5th-s_pt",0,0,3,0,0
"h-o-n-o-u-r-a-b-l-e",0,0,1,0,0
"d-i-n-w-i-d-d-i-e-s_cm",0,0,1,0,0
"e-s-q-u-i-r-e-s_sq",0,0,1,0,0
"g-o-v-e-r-n-o-r-s_pt",0,0,1,0,0
"b-e-a-r-e-r-s_cm",0,0,2,0,0
"c-a-p-s_mi",0,0,1,0,0
"t-a-i-n",0,0,1,0,0
"s_bl-w-h-o",0,0,1,0,0
"a-c-c-o-m-p-t-s",0,0,1,0,0
"s-e-t-t-l-e",0,0,2,0,0
"c-o-m-m-i-t-t-e-e",0,0,1,0,0
"t-r-e-a-s-u-s_mi",0,0,1,0,0
"r-e-r",0,0,1,0,0
"b-a-l-a-n-c-e",0,0,2,0,0
"p-o-u-n-d-s-s_sq",0,0,1,0,0
"a-q-u-a-i-n-t",0,0,1,0,0
"h-o-n-o-u-r-s_cm",0,0,1,0,0
"m-e-e-t-i-n-g",0,0,2,0,0
"f-r-e-d-e-r-i-c-k-s-s_mi",0,0,2,0,0
"b-u-r-g-h-s_cm",0,0,2,0,0
"r-e-t-u-r-n-e-d",0,0,1,0,0
"w-i-l-l-i-a-m-s-b-u-r-g-h-s_cm",0,0,1,0,0
"i-n-f-o-r-m-i-n-g",0,0,2,0,0
"p-e-a-c-e-a-b-l-e",0,0,1,0,0
"a-b-o-v-e-s_cm",0,0,2,0,0
"n-o-t-h-i-n-g",0,0,3,0,0
"i-m-m-e-s_mi",0,0,1,0,0
"d-i-a-t-e-l-y",0,0,1,0,0
"g-o-t",0,0,2,0,0
"c-o-u-l-d",0,0,2,0,0
"p-l-a-c-e-s_cm",0,0,2,0,0
"h-a-s-t-e-n-e-d",0,0,1,0,0
"m-o-r-e-s_sq",0,0,1,0,0
"w-e-r-e",0,0,4,0,0
"e-x-p-e-c-t-e-d",0,0,2,0,0
"i-n-s_sq",0,0,1,0,0
"a-r-s_mi",0,0,1,0,0
"r-i-v-a-l",0,0,1,0,0
"v-e-s_s-s-e-l",0,0,3,0,0
"j-a-m-e-s",0,0,1,0,0
"r-i-v-e-r-s_cm",0,0,1,0,0
"f-o-r-w-a-r-d",0,0,1,0,0
"g-r-e-a-t-e-r",0,0,1,0,0
"d-i-s-p-a-t-c-h-s_pt",0,0,2,0,0
"a-r-r-i-v-e-d-s_pt",0,0,1,0,0
"i-m-p-a-t-i-e-n-t-l-y",0,0,1,0,0
"r-e-s-u-l-t",0,0,1,0,0
"h-o-n-o-u-r-s",0,0,1,0,0
"l-e-t-t-e-r",0,0,1,0,0
"g-e-n-e-r-a-l",0,0,3,0,0
"s-h-i-r-l-e-y-s_sq",0,0,1,0,0
"l-a-y-s",0,0,1,0,0
"p-r-o-v-e",0,0,1,0,0
"o-m-i-n-o-u-s-s_pt",0,0,2,0,0
"c-a-s-e-s_cm",0,0,2,0,0
"a-c-t-s_sq",0,0,2,0,0
"n-e-v-e-r",0,0,2,0,0
"s-u-b-m-i-t",0,0,1,0,0
"d-a-g-s_mi",0,0,1,0,0
"m-o-r-t-h-y-s_cm",0,0,1,0,0
"s-i-n-c-e",0,0,1,0,0
"h-o-n-o-u-r-e-d",0,0,1,0,0
"r-e-g-i-m-e-n-t-s_cm",0,0,1,0,0
"s-u-s-t-a-i-n-e-d",0,0,1,0,0
"i-n-c-o-n-c-e-i-v-a-b-l-e",0,0,1,0,0
"l-o-s_s-s-e-s",0,0,1,0,0
"d-e-l-a-y-i-n-g",0,0,2,0,0
"c-o-m-m-i-s_s-s-a-r-i-e-s",0,0,1,0,0
"w-i-l-l-i-a-m-s-b-u-r-g-h-s_qo",0,0,1,0,0
"c-a-r-o-l-i-n-a",0,0,1,0,0
"b-e-e-v-e-s",0,0,1,0,0
"d-e-a-d-s_cm",0,0,1,0,0
"t-h-r-o-u-g-h",0,0,2,0,0
"a-b-s_mi",0,0,1,0,0
"s-o-l-u-t-e",0,0,1,0,0
"p-o-v-e-r-t-y-s_sq",0,0,1,0,0
"c-h-i-e-f",0,0,1,0,0
"p-a-r-t",0,0,2,0,0
"t-o-o",0,0,1,0,0
"p-o-o-r",0,0,1,0,0
"s-l-a-u-g-h-t-e-r-s_pt",0,0,1,0,0
"l-o-s_s-s",0,0,1,0,0
"a-c-t-s_cm",0,0,1,0,0
"w-a-n-t",0,0,4,0,0
"m-u-t-i-n-y",0,0,1,0,0
"b-i-l-l-s_sq",0,0,1,0,0
"o-b-l-i-g-e-d",0,0,1,0,0
"h-o-n-o-u-r",0,0,4,0,0
"p-r-i-n-t-e-d-s_cm",0,0,1,0,0
"b-e-a-r-e-r-s_pt",0,0,1,0,0
"c-l-a-u-s-e",0,0,1,0,0
"b-i-l-l-s_cm",0,0,1,0,0
"k-i-n-d",0,0,3,0,0
"e-n-o-u-g-h",0,0,3,0,0
"o-b-v-i-a-t-e-s_cm",0,0,1,0,0
"p-r-e-v-e-n-t",0,0,1,0,0
"e-n-t-i-r-e-l-y",0,0,1,0,0
"i-n-t-e-n-s_mi",0,0,1,0,0
"i-t-s_qo",0,0,2,0,0
"i-s_pt-e-s_pt",0,0,1,0,0
"e-x-e-c-u-t-i-o-n",0,0,1,0,0
"s-e-n-s_mi",0,0,1,0,0
"t-e-n-c-e-s-s_cm",0,0,1,0,0
"q-u-a-i-n-t-e-d",0,0,1,0,0
"p-r-o-c-e-e-d-i-n-g-s",0,0,1,0,0
"c-o-u-r-t-s_pt",0,0,1,0,0
"t-h-i-s-s_cm",0,0,1,0,0
"t-i-m-e-s",0,0,2,0,0
"g-r-e-a-t-s_mi",0,0,1,0,0
"e-s-t",0,0,1,0,0
"o-c-c-a-s-i-o-n",0,0,2,0,0
"e-x-p-a-m-p-l-e-s-s_cm",0,0,1,0,0
"m-o-r-a-l-l-y",0,0,1,0,0
"p-o-s_s-s-i-b-l-e",0,0,1,0,0
"s_bl-i",0,0,1,0,0
"m-e-a-n",0,0,1,0,0
"o-u-r",0,0,8,0,0
"p-e-r-h-a-p-s",0,0,1,0,0
"n-e-a-r",0,0,1,0,0
"o-h-i-o-s_br",0,0,1,0,0
"s-t-r-o-n-g",0,0,1,0,0
"p-a-r-s_mi",0,0,1,0,0
"t-i-e-s",0,0,1,0,0
"s-a-f-e-t-y-s_qo",0,0,1,0,0
"a-t-t-e-n-d-e-d",0,0,1,0,0
"g-r-e-a-t",0,0,3,0,0
"e-x-p-e-n-c-e-s_cm",0,0,1,0,0
"t-r-o-u-b-l-e",0,0,1,0,0
"i-n-c-o-n-v-e-s_mi",0,0,1,0,0
"n-i-e-n-c-y-s_pt",0,0,1,0,0
"r-e-p-r-e-s-e-n-t-e-d",0,0,1,0,0
"c-o-r-b-i-n",0,0,1,0,0
"g-e-n-t-l-e-m-e-n",0,0,1,0,0
"c-o-u-n-c-i-l-s_cm",0,0,1,0,0
"d-o-w-n-s_sq",0,0,1,0,0
"o-b-j-e-c-t-i-o-n",0,0,1,0,0
"b-i-l-l",0,0,1,0,0
"w-o-u-l-d",0,0,11,0,0
"r-e-m-o-v-e-d-s_cm",0,0,1,0,0
"h-o-n-s_mi",0,0,1,0,0
"o-u-r-s",0,0,1,0,0
"g-i-v-i-n-g",0,0,1,0,0
"b-l-a-n-k",0,0,1,0,0
"w-a-r-r-a-n-t-s-s_cm",0,0,1,0,0
"f-i-l-l-e-d",0,0,1,0,0
"r-e-q-u-i-r-e-s_pt",0,0,1,0,0
"e-f-f-e-c-s_mi",0,0,1,0,0
"t-u-a-l-l-y",0,0,1,0,0
"r-e-m-e-d-y",0,0,1,0,0
"e-v-i-l-s-s_cm",0,0,1,0,0
"p-u-t",0,0,1,0,0
"p-r-o-p-e-r",0,0,3,0,0
"c-h-a-n-n-e-l-s_pt",0,0,1,0,0
"s-u-f-f-e-r",0,0,2,0,0
"k-e-t-s_mi",0,0,1,0,0
"s_3-s_0-s_2-s_pt",0,0,1,0,0
"k-e-t-t-l-e-s-s_qo",0,0,1,0,0
"b-e-l-o-w",0,0,1,0,0
"t-i-n-s_cm",0,0,1,0,0
"s-m-a-l-l",0,0,1,0,0
"d-u-r-a-t-i-o-n-s_pt",0,0,1,0,0
"t-i-m-e-s_cm",0,0,1,0,0
"c-l-o-t-h-i-n-g-s_sq",0,0,1,0,0
"p-a-r-t-s-s_qo",0,0,1,0,0
"c-a-r-l-y-l-e",0,0,1,0,0
